complaint_id,citizen_id,department,region,category,severity,status,complaint_date,resolution_date,resolution_days,description,citizen_rating,mode_of_complaint,assigned_officer
GRV01603,CIT63864,Housing Authority,West District,Sewage Overflow,High,In Progress,2022-08-19,,,Repeated complaint about our in this area still unresolved,,Email,Officer_422
GRV01604,CIT24000,Public Transport,West District,Encroachment,Medium,In Progress,2024-12-28,,,Repeated complaint about 11 in our area still unresolved,,Walk-in,Officer_105
GRV01605,CIT32400,Police Department,East District,Documentation Issue,High,In Progress,2023-11-01,,,Serious issue regarding 28 in our locality,,Mobile App,Officer_304
GRV01606,CIT81350,Electricity Board,Old City,Road Damage,Medium,Resolved,2022-05-06,2022-05-12,6.0,Road completely damaged after rains near our,3,Email,Officer_153
GRV01607,CIT73237,Municipal Sanitation,South District,Water Quality,Medium,Closed,2022-03-26,2022-04-21,26.0,No action taken on South District complaint since this days,3,Online Portal,Officer_383
GRV01608,CIT11667,Public Transport,Suburban Area,Bus Route Issue,Critical,Resolved,2024-07-04,2024-07-10,6.0,Serious issue regarding Suburban Area in our locality,1,Walk-in,Officer_468
GRV01609,CIT12265,Revenue Department,Hill Station,Encroachment,Critical,Resolved,2023-12-30,2024-01-03,4.0,No action taken on our complaint since our days,5,Mobile App,Officer_324
GRV01610,CIT12556,Housing Authority,Hill Station,School Facilities,Medium,Resolved,2024-10-26,2024-11-30,35.0,Serious issue regarding this in our locality,2,Phone,Officer_429
GRV01611,CIT16239,Water Supply,Central Zone,Garbage Collection,Medium,Pending,2022-09-09,,,Overflowing dustbin near our area not cleaned,,Walk-in,Officer_229
GRV01612,CIT65304,Electricity Board,Riverside Block,Sewage Overflow,Medium,Closed,2023-07-16,2023-08-11,26.0,Repeated complaint about our in our area still unresolved,1,Phone,Officer_172
GRV01613,CIT27947,Electricity Board,South District,Noise Pollution,High,Closed,2024-06-12,2024-06-30,18.0,No action taken on South District complaint since South District days,1,Email,Officer_104
GRV01614,CIT13853,Public Transport,West District,Hospital Service,High,Closed,2023-08-27,2023-09-13,17.0,No action taken on our complaint since this days,3,Email,Officer_247
GRV01615,CIT32376,Fire Services,Industrial Area,Air Pollution,High,Pending,2023-10-31,,,Serious issue regarding Industrial Area in our locality,,Email,Officer_215
GRV01616,CIT53649,Public Transport,North District,Delayed Response,Critical,In Progress,2023-08-12,,,No action taken on 8 complaint since 7 days,,Online Portal,Officer_479
GRV01617,CIT71905,Municipal Sanitation,Hill Station,Street Light Failure,Critical,Pending,2022-05-20,,,Urgent complaint about Hill Station affecting citizens,,Phone,Officer_353
GRV01618,CIT90935,Electricity Board,Suburban Area,Property Tax,Medium,Pending,2023-05-20,,,No action taken on our complaint since our days,,Email,Officer_266
GRV01619,CIT28342,Electricity Board,East District,Road Construction Delay,Low,Pending,2023-12-11,,,No action taken on this complaint since our days,,Phone,Officer_288
GRV01620,CIT93457,Police Department,South District,Poor Service,Medium,Resolved,2022-04-17,2022-05-25,38.0,Serious issue regarding our in our locality,5,Online Portal,Officer_232
GRV01621,CIT38157,Education Department,Old City,School Facilities,Medium,Resolved,2024-01-20,2024-03-05,45.0,No action taken on Old City complaint since this days,5,Walk-in,Officer_157
GRV01622,CIT36140,Education Department,South District,Air Pollution,High,Pending,2024-07-29,,,No action taken on South District complaint since our days,,Mobile App,Officer_350
GRV01623,CIT20898,Housing Authority,New Township,Water Shortage,Low,Resolved,2023-03-22,2023-05-24,63.0,No water supply for past New Township days in our area,2,Email,Officer_407
GRV01624,CIT82983,Electricity Board,Suburban Area,Road Damage,Medium,Pending,2022-12-25,,,Pothole on main road causing accidents near Suburban Area,,Phone,Officer_378
GRV01625,CIT99688,Education Department,West District,Water Shortage,Medium,Resolved,2023-01-12,2023-02-06,25.0,No water supply for past West District days in our area,1,Phone,Officer_454
GRV01626,CIT39678,Health Services,Suburban Area,Noise Pollution,Medium,In Progress,2023-11-02,,,Repeated complaint about 27 in 5 area still unresolved,,Walk-in,Officer_317
GRV01627,CIT72808,Fire Services,Old City,Hospital Service,High,Resolved,2024-10-13,2024-10-18,5.0,Repeated complaint about this in this area still unresolved,5,Online Portal,Officer_258
GRV01628,CIT66362,Municipal Sanitation,East District,Encroachment,High,Resolved,2024-02-10,2024-03-04,23.0,No action taken on our complaint since 3 days,1,Online Portal,Officer_124
GRV01629,CIT40664,Housing Authority,Riverside Block,Water Quality,Medium,Resolved,2022-02-04,2022-03-15,39.0,No action taken on 7 complaint since 24 days,5,Email,Officer_309
GRV01630,CIT46298,Fire Services,New Township,School Facilities,Low,Closed,2023-08-27,2023-10-25,59.0,No action taken on this complaint since our days,4,Mobile App,Officer_387
GRV01631,CIT26569,Public Transport,Old City,Noise Pollution,Medium,Pending,2024-11-30,,,Serious issue regarding 28 in our locality,,Mobile App,Officer_173
GRV01632,CIT28043,Roads & Infrastructure,Old City,Road Construction Delay,Medium,Pending,2022-06-01,,,No action taken on Old City complaint since this days,,Online Portal,Officer_336
GRV01633,CIT22960,Water Supply,East District,Road Construction Delay,Critical,Pending,2023-11-05,,,No action taken on East District complaint since this days,,Mobile App,Officer_367
GRV01634,CIT79227,Revenue Department,New Township,Garbage Collection,High,Resolved,2022-03-02,2022-03-11,9.0,Garbage dumped on road since this week near 29,1,Email,Officer_225
GRV01635,CIT11488,Police Department,Old City,Water Quality,Critical,Resolved,2023-11-21,2023-12-01,10.0,Serious issue regarding Old City in our locality,1,Phone,Officer_339
GRV01636,CIT86703,Police Department,North District,Air Pollution,Medium,Resolved,2024-05-20,2024-06-21,32.0,Urgent complaint about our affecting citizens,1,Walk-in,Officer_481
GRV01637,CIT97678,Housing Authority,New Township,Water Shortage,Medium,In Progress,2022-01-25,,,Irregular water supply affecting New Township households,,Phone,Officer_110
GRV01638,CIT42587,Environment Department,Coastal Ward,Garbage Collection,Medium,Resolved,2022-06-13,2022-06-18,5.0,Overflowing dustbin near this area not cleaned,3,Mobile App,Officer_430
GRV01639,CIT53003,Public Transport,Industrial Area,Garbage Collection,Medium,Resolved,2022-05-01,2022-06-08,38.0,Garbage not collected for 29 days,1,Walk-in,Officer_267
GRV01640,CIT75036,Water Supply,Central Zone,School Facilities,Medium,Resolved,2023-12-04,2024-01-11,38.0,Urgent complaint about this affecting citizens,2,Phone,Officer_140
GRV01641,CIT56298,Municipal Sanitation,Suburban Area,Air Pollution,Medium,Pending,2023-03-05,,,Urgent complaint about 27 affecting citizens,,Online Portal,Officer_420
GRV01642,CIT21842,Public Transport,New Township,Noise Pollution,Critical,Reopened,2024-05-31,,,No action taken on our complaint since New Township days,,Online Portal,Officer_433
GRV01643,CIT55444,Public Transport,Suburban Area,Encroachment,Medium,Resolved,2023-01-16,2023-02-12,27.0,Serious issue regarding this in our locality,3,Mobile App,Officer_301
GRV01644,CIT71805,Fire Services,Riverside Block,Road Damage,High,Pending,2023-05-07,,,Broken road surface causing vehicle damage in this,,Online Portal,Officer_181
GRV01645,CIT10614,Housing Authority,Riverside Block,Corruption,High,Reopened,2024-04-19,,,No action taken on our complaint since 7 days,,Phone,Officer_230
GRV01646,CIT93179,Health Services,South District,Corruption,Critical,Resolved,2024-08-03,2024-08-09,6.0,Urgent complaint about our affecting citizens,4,Walk-in,Officer_121
GRV01647,CIT74279,Public Transport,South District,Road Damage,Medium,Resolved,2022-01-03,2022-01-16,13.0,Road completely damaged after rains near our,2,Phone,Officer_314
GRV01648,CIT69413,Municipal Sanitation,North District,Street Light Failure,Medium,Closed,2023-06-15,2023-07-07,22.0,Serious issue regarding North District in our locality,5,Walk-in,Officer_208
GRV01649,CIT96412,Water Supply,Industrial Area,Corruption,Low,Pending,2023-06-17,,,Serious issue regarding Industrial Area in our locality,,Mobile App,Officer_358
GRV01650,CIT55954,Housing Authority,Central Zone,Sewage Overflow,High,Pending,2023-10-18,,,Serious issue regarding Central Zone in our locality,,Walk-in,Officer_375
GRV01651,CIT35761,Environment Department,Old City,Street Light Failure,Low,In Progress,2023-06-29,,,Serious issue regarding this in our locality,,Email,Officer_386
GRV01652,CIT36620,Roads & Infrastructure,Old City,Encroachment,High,In Progress,2022-03-13,,,No action taken on 8 complaint since this days,,Mobile App,Officer_380
GRV01653,CIT38108,Education Department,Old City,Air Pollution,Medium,Reopened,2023-04-25,,,Repeated complaint about this in 16 area still unresolved,,Walk-in,Officer_148
GRV01654,CIT35297,Municipal Sanitation,North District,Water Shortage,High,Pending,2023-12-16,,,Contaminated water supply reported in North District locality,,Email,Officer_165
GRV01655,CIT18889,Revenue Department,East District,Air Pollution,Low,Resolved,2022-03-22,2022-05-04,43.0,Urgent complaint about East District affecting citizens,1,Email,Officer_117
GRV01656,CIT46634,Environment Department,Hill Station,Air Pollution,Low,Pending,2023-07-04,,,Serious issue regarding 2 in our locality,,Phone,Officer_453
GRV01657,CIT41483,Police Department,Coastal Ward,Property Tax,Medium,Resolved,2023-07-09,2023-08-06,28.0,Serious issue regarding this in our locality,5,Walk-in,Officer_150
GRV01658,CIT13691,Fire Services,East District,Street Light Failure,Medium,In Progress,2024-08-11,,,Repeated complaint about this in this area still unresolved,,Mobile App,Officer_193
GRV01659,CIT34316,Electricity Board,Industrial Area,Power Outage,High,Reopened,2022-10-23,,,Transformer damaged causing outage in our area,,Mobile App,Officer_188
GRV01660,CIT35220,Revenue Department,South District,Garbage Collection,High,Pending,2022-03-14,,,Garbage dumped on road since this week near this,,Mobile App,Officer_125
GRV01661,CIT17351,Education Department,North District,Street Light Failure,Medium,Pending,2022-12-14,,,Urgent complaint about 26 affecting citizens,,Online Portal,Officer_404
GRV01662,CIT84873,Public Transport,West District,Encroachment,Medium,Closed,2022-10-05,2022-10-14,9.0,No action taken on this complaint since 19 days,1,Walk-in,Officer_338
GRV01663,CIT53717,Education Department,Riverside Block,Noise Pollution,Low,Resolved,2023-05-14,2023-06-10,27.0,Serious issue regarding this in our locality,2,Email,Officer_336
GRV01664,CIT80849,Roads & Infrastructure,North District,Road Damage,Low,Pending,2023-02-23,,,Broken road surface causing vehicle damage in 20,,Email,Officer_341
GRV01665,CIT51446,Roads & Infrastructure,North District,Encroachment,Low,Pending,2023-06-04,,,No action taken on this complaint since 27 days,,Phone,Officer_156
GRV01666,CIT10824,Police Department,East District,Water Quality,Critical,In Progress,2024-08-28,,,Repeated complaint about our in this area still unresolved,,Online Portal,Officer_174
GRV01667,CIT22169,Municipal Sanitation,North District,School Facilities,Critical,Closed,2024-01-09,2024-01-12,3.0,Repeated complaint about North District in North District area still unresolved,2,Email,Officer_238
GRV01668,CIT33631,Roads & Infrastructure,New Township,Water Shortage,Medium,Pending,2024-08-29,,,Contaminated water supply reported in 21 locality,,Mobile App,Officer_445
GRV01669,CIT63605,Electricity Board,Suburban Area,Air Pollution,Medium,Resolved,2022-09-25,2022-10-30,35.0,Serious issue regarding this in our locality,5,Walk-in,Officer_468
GRV01670,CIT80785,Housing Authority,North District,Street Light Failure,Medium,Resolved,2024-01-06,2024-02-17,42.0,No action taken on this complaint since North District days,1,Online Portal,Officer_394
GRV01671,CIT32377,Fire Services,South District,Noise Pollution,Medium,Reopened,2022-07-06,,,Repeated complaint about this in our area still unresolved,,Email,Officer_374
GRV01672,CIT98403,Revenue Department,Central Zone,Delayed Response,High,Pending,2024-11-18,,,Repeated complaint about Central Zone in this area still unresolved,,Online Portal,Officer_104
GRV01673,CIT67451,Housing Authority,New Township,Property Tax,Medium,Resolved,2024-11-12,2024-12-01,19.0,Serious issue regarding 20 in our locality,5,Online Portal,Officer_351
GRV01674,CIT62909,Health Services,Riverside Block,Road Construction Delay,Medium,Resolved,2022-03-31,2022-04-08,8.0,Urgent complaint about Riverside Block affecting citizens,2,Walk-in,Officer_217
GRV01675,CIT76082,Health Services,New Township,Property Tax,Medium,Pending,2022-03-22,,,Urgent complaint about New Township affecting citizens,,Email,Officer_370
GRV01676,CIT18640,Revenue Department,Industrial Area,Property Tax,Low,Resolved,2022-01-20,2022-02-20,31.0,Urgent complaint about this affecting citizens,2,Online Portal,Officer_283
GRV01677,CIT12382,Public Transport,North District,Hospital Service,Low,In Progress,2022-02-12,,,Repeated complaint about our in this area still unresolved,,Phone,Officer_222
GRV01678,CIT43046,Police Department,South District,Sewage Overflow,Medium,Resolved,2022-07-04,2022-07-16,12.0,Serious issue regarding 14 in our locality,1,Email,Officer_147
GRV01679,CIT36416,Revenue Department,Riverside Block,Street Light Failure,Low,In Progress,2024-10-09,,,Repeated complaint about this in 25 area still unresolved,,Phone,Officer_104
GRV01680,CIT65739,Housing Authority,Coastal Ward,Noise Pollution,Critical,Resolved,2022-06-18,2022-06-27,9.0,Repeated complaint about this in 9 area still unresolved,1,Online Portal,Officer_405
GRV01681,CIT22685,Police Department,New Township,Property Tax,Medium,Pending,2022-09-01,,,Urgent complaint about 16 affecting citizens,,Online Portal,Officer_367
GRV01682,CIT53217,Roads & Infrastructure,Central Zone,Power Outage,Medium,Pending,2023-06-15,,,Frequent power cuts our times daily in our ward,,Mobile App,Officer_109
GRV01683,CIT52459,Municipal Sanitation,North District,Property Tax,High,In Progress,2023-02-21,,,Urgent complaint about this affecting citizens,,Phone,Officer_115
GRV01684,CIT86284,Education Department,Industrial Area,Encroachment,High,Closed,2023-05-28,2023-06-09,12.0,No action taken on this complaint since this days,2,Online Portal,Officer_148
GRV01685,CIT80657,Water Supply,North District,Street Light Failure,High,Resolved,2022-10-13,2022-11-07,25.0,Serious issue regarding North District in our locality,2,Mobile App,Officer_362
GRV01686,CIT28446,Education Department,Riverside Block,School Facilities,Low,Reopened,2024-03-11,,,Serious issue regarding our in our locality,,Email,Officer_135
GRV01687,CIT35251,Education Department,Central Zone,Noise Pollution,Medium,Closed,2024-01-05,2024-02-19,45.0,Repeated complaint about Central Zone in our area still unresolved,4,Online Portal,Officer_104
GRV01688,CIT82307,Health Services,South District,Drainage Issue,Critical,Pending,2022-10-13,,,Drainage pipe broken for 5 weeks,,Phone,Officer_135
GRV01689,CIT14155,Fire Services,East District,Noise Pollution,Low,Resolved,2024-03-25,2024-04-18,24.0,Serious issue regarding East District in our locality,2,Online Portal,Officer_235
GRV01690,CIT28785,Revenue Department,Suburban Area,Water Shortage,Low,Resolved,2023-05-12,2023-07-27,76.0,Contaminated water supply reported in 4 locality,1,Mobile App,Officer_202
